pearson_mean,l2_errors_mean,r2_scores_mean,pearson_corrs,pearson_std,l2_error_q1,l2_error_q2,l2_error_q3,r2_score_q1,r2_score_q2,r2_score_q3
0.12578077708177154,0.11564964779501578,-0.25545282279667647,0.38130671208437533,0.15953118358817514,0.013909693574532866,0.06426044926047325,0.15924880653619766,-0.2514379024505615,-0.07019901275634766,-0.007106989622116089
0.12578077708177154,0.11564964779501578,-0.25545282279667647,0.0632362969890042,0.15953118358817514,0.013909693574532866,0.06426044926047325,0.15924880653619766,-0.2514379024505615,-0.07019901275634766,-0.007106989622116089
0.12578077708177154,0.11564964779501578,-0.25545282279667647,0.6320787521109474,0.15953118358817514,0.013909693574532866,0.06426044926047325,0.15924880653619766,-0.2514379024505615,-0.07019901275634766,-0.007106989622116089
0.12578077708177154,0.11564964779501578,-0.25545282279667647,-0.012615195334679374,0.15953118358817514,0.013909693574532866,0.06426044926047325,0.15924880653619766,-0.2514379024505615,-0.07019901275634766,-0.007106989622116089
0.12578077708177154,0.11564964779501578,-0.25545282279667647,0.09782195250813326,0.15953118358817514,0.013909693574532866,0.06426044926047325,0.15924880653619766,-0.2514379024505615,-0.07019901275634766,-0.007106989622116089
0.12578077708177154,0.11564964779501578,-0.25545282279667647,0.06190431168602947,0.15953118358817514,0.013909693574532866,0.06426044926047325,0.15924880653619766,-0.2514379024505615,-0.07019901275634766,-0.007106989622116089
0.12578077708177154,0.11564964779501578,-0.25545282279667647,0.18113069227733272,0.15953118358817514,0.013909693574532866,0.06426044926047325,0.15924880653619766,-0.2514379024505615,-0.07019901275634766,-0.007106989622116089
0.12578077708177154,0.11564964779501578,-0.25545282279667647,0.041767433071575565,0.15953118358817514,0.013909693574532866,0.06426044926047325,0.15924880653619766,-0.2514379024505615,-0.07019901275634766,-0.007106989622116089
0.12578077708177154,0.11564964779501578,-0.25545282279667647,0.26451131669930256,0.15953118358817514,0.013909693574532866,0.06426044926047325,0.15924880653619766,-0.2514379024505615,-0.07019901275634766,-0.007106989622116089
0.12578077708177154,0.11564964779501578,-0.25545282279667647,0.2139254543299709,0.15953118358817514,0.013909693574532866,0.06426044926047325,0.15924880653619766,-0.2514379024505615,-0.07019901275634766,-0.007106989622116089
0.12578077708177154,0.11564964779501578,-0.25545282279667647,0.34742267949190975,0.15953118358817514,0.013909693574532866,0.06426044926047325,0.15924880653619766,-0.2514379024505615,-0.07019901275634766,-0.007106989622116089
0.12578077708177154,0.11564964779501578,-0.25545282279667647,0.0703531702014629,0.15953118358817514,0.013909693574532866,0.06426044926047325,0.15924880653619766,-0.2514379024505615,-0.07019901275634766,-0.007106989622116089
